ID,Name,PhoneNumber,Address,CostRange,Cuisine
817,'Ginger Root',(608) 890-4421,'1308 W Dayton St',1,'Asian Fusion'
818,'Fazoli’s',(608) 249-8432,'2143 Zeier Rd',1,'Italian'
819,'Milio’s Sandwiches',(608) 232-0222,'6236 University Ave',1,'Sandwiches'
820,'Club Lamark',(608) 244-4004,'1525 N Stoughton Rd',1,"'Bars,Breakfast & Brunch,Pizza'"
821,'Pizza Hut',(608) 836-3888,'6771 University Ave',1,"'Pizza,Italian,Chicken Wings'"
822,'Sonic Drive-In',(608) 825-0070,'2564 Ironwood Dr',1,"'Fast Food,Burgers,Ice Cream & Frozen Yogurt'"
823,'Pizza Hut',(608) 833-8111,'7440 Mineral Point Rd',1,"'Pizza,Italian,Chicken Wings'"
824,'Topper’s Pizza',(608) 246-0066,'4128 E Washington Ave',1,'Pizza'
825,'Jimmy John’s',(608) 841-1100,'6921 University Ave',1,"'Sandwiches,Fast Food,Delis'"
826,'Kato’s Cajun',,'66 E Towne Mall',1,''
827,'Asahi Japanese Restaurant',,'536 S Park St',1,"'Japanese,Sushi Bars'"
828,'Marco’s Pizza',(608) 497-8004,'3162 Maple Grove Dr',0,''
829,'McDonald’s',(608) 846-3710,'4409 Hwy 19',1,"'Burgers,Fast Food,Coffee & Tea'"
830,'Taco Bell',(608) 244-2234,'3002 E Washington Ave',1,"'Fast Food,Tex-Mex,Mexican'"
831,'Denny’s',(608) 241-5061,'1798 Thierer Rd',1,"'American (Traditional),Breakfast & Brunch,Diners'"
832,'Burger King',(608) 833-5511,'6909 Odana Rd',1,"'Fast Food,Burgers'"
833,'Rocky Rococo Pan Style Pizza - Sun Prairie',(608) 825-2555,'2828 Prairie Lakes Dr',1,"'Pizza,Italian,Chicken Wings'"
834,'McDonald’s',(608) 837-8823,'606 E Main St',1,"'Fast Food,Coffee & Tea,Burgers'"
835,'Taco Bell',(608) 274-1564,'6275 McKee Road',1,"'Fast Food,Mexican,Tex-Mex'"
836,'Pizza Hut',(608) 246-0100,'2649 E Springs Dr',1,"'Italian,Pizza,Chicken Wings'"
837,'Wurst German Bar',(608) 246-3380,"'4000 International Ln, Gate 5'",1,"'German,Bars'"
838,'Popeyes Louisiana Kitchen',(608) 249-9000,'5901 Hwy 51',1,"'Chicken Wings,Fast Food'"
839,'Hardee’s',(608) 242-4032,'4814 Annamark Dr',1,'American (New)'
840,'Wendy’s',(608) 223-1120,'2421 S Stoughton Rd',1,"'Fast Food,Burgers'"
841,'Cahoots Bar',(608) 497-1230,'102 W Railroad St',1,"'Bars,American (Traditional)'"
842,'Ruby Oriental Restaurant',(608) 661-3920,'111 River Pl',1,"'Caterers,Chinese'"
843,'Rheta’s Market',(608) 262-3948,'420 N Park St',1,"'Food Court,Colleges & Universities'"
844,'Milio’s Sandwiches',(608) 222-4500,'4601 Cottage Grove Rd',0,''
845,'Kegonsa Cove',(608) 838-6494,'2466 County Hwy Ab',2,''
846,'Arby’s',(608) 836-1199,'8321 Murphy Dr',1,"'Fast Food,Sandwiches'"
847,'Noodles & Company',(608) 829-0099,'1601 Deming Way',1,"'Noodles,Salad,Pasta Shops'"
848,'Pizza Hut',(608) 244-9099,'1438 Northport Dr',1,"'Pizza,Italian,Chicken Wings'"
849,'Taco Bell',(608) 827-9776,'2169 Deming Way',1,"'Mexican,Tex-Mex,Fast Food'"
850,'Mandarin Express',(608) 833-6330,'66 W Towne Mall',1,''
851,'Pizza Pit',(608) 835-7744,'130 N Main St',1,'Pizza'
852,'Milio’s Sandwiches',(608) 836-8888,'8333 Greenway Blvd',1,'Sandwiches'
853,'Jimmy John’s',(608) 825-2110,'21 Tower Dr',1,"'Delis,Sandwiches,Fast Food'"
854,'Subway',(608) 839-4455,'449 W Cottage Grove Rd',1,"'Sandwiches,Fast Food'"
855,'Steak Escape East Towne Mall',(608) 249-7600,'213 East Towne Mall',1,''
856,'Sundance 608',(608) 316-6900,'430 N Midvale Blvd',1,"'Bars,American (New)'"
857,'Milio’s Sandwiches',(608) 245-2700,'4292 E Towne Blvd',1,'Sandwiches'
858,'Sundown Saloon',(608) 242-9646,'57 S Stoughton Rd',1,"'Bars,American (Traditional)'"
859,'Chuck E. Cheese’s',(608) 829-2000,'438 Grand Canyon Dr',1,"'Pizza,Arcades,Indoor Playcentre'"
860,'McDonald’s',(608) 221-8874,'2051 W Broadway',1,"'Fast Food,Burgers,Coffee & Tea'"
861,'Little Caesars Pizza',(608) 240-8800,'2833 E Washington Ave',1,'Pizza'
862,'Milio’s Sandwiches',(608) 221-9400,'115 E Broadway',1,'Sandwiches'
863,'KFC',(608) 833-6474,'7501 Mineral Point Rd',1,"'Fast Food,Chicken Wings,Chicken Shop'"
864,'Papa John’s Pizza',(608) 831-2727,'6615 University Ave',1,'Pizza'
865,'Subway',(608) 826-4091,'8315 Murphy Dr',1,"'Sandwiches,Fast Food'"
866,'HungryBadger Cafe',(608) 501-1468,'540 State St',0,''
867,'Veterans of Foreign Wars Truax-Longmire Post 8483',(608) 241-3740,'5737 County Road Cv',0,''
868,'Corral Room Bar',(608) 256-3570,'116 S Hamilton St',1,"'Bars,Seafood,Steakhouses'"
869,'McDonald’s',(608) 849-6741,'651 W Main St',1,"'Fast Food,Coffee & Tea,Burgers'"
870,'Subway',(608) 825-6080,'1429 W Main St',1,"'Sandwiches,Fast Food'"
871,'Harvest Grains',(608) 890-4421,'1308 W Dayton St',1,"'Sandwiches,Delis'"
872,'Jacobson Bros Meats & Deli',(608) 246-2728,'617 N Sherman Ave',1,'Delis'
873,'The Wing King',(608) 709-5959,'707 S Gammon Rd',0,''
874,'Milio’s Sandwiches',(608) 825-6700,'407 W Main St',1,'Sandwiches'
875,'Wendy’s',(608) 244-1999,'3910 E Washington Ave',1,"'Fast Food,Burgers'"
876,'Burger King',(608) 835-8200,'810 N Main St',1,"'Burgers,Fast Food'"
877,'McDonald’s',(608) 848-6188,'107 Horizon Dr',1,"'Burgers,Fast Food,Coffee & Tea'"
878,'Subway',(608) 441-9331,'4692 Cottage Grove Rd',1,"'Sandwiches,Fast Food'"
879,'Jimmy John’s',(608) 630-9583,'2839 Fish Hatchery Rd',1,"'Sandwiches,Fast Food,Delis'"
880,'Subway',(608) 829-2009,'652 N High Point Rd',1,"'Sandwiches,Fast Food'"
881,'Little Caesars Pizza',(608) 850-7372,'237 S Century Ave',1,'Pizza'
882,'Little Caesars Pizza',(608) 825-3336,'1326 W Main St',1,'Pizza'
883,'KFC',(608) 249-3033,'4802 Annamark Dr',1,"'Fast Food,Chicken Wings,Chicken Shop'"
884,'Taco Bell',(608) 277-2411,'698 S. Whitney Way',1,"'Tex-Mex,Fast Food,Mexican'"
885,'Taco Bell',(608) 205-1000,'1324 Nygaard',1,"'Fast Food,Tex-Mex,Mexican'"
886,'McDonald’s',(608) 838-0139,'4800 Larson Beach Rd',1,"'Fast Food,Burgers,Coffee & Tea'"
887,'Madtown Chicken N’ Fish',(608) 467-7313,'1101 N Sherman Ave',1,"'Chicken Shop,Seafood,Sandwiches'"
888,'Jimmy John’s',(608) 231-2500,'6130 Mineral Point Rd',1,"'Delis,Sandwiches,Fast Food'"
889,'Papa Murphy’s',(608) 848-7000,'1021 N Edge Trail',1,'Pizza'
890,'Stir Fry 88 Chinese Kitchen',(608) 833-1617,'126 W Towne Mall',1,'Chinese'
891,'Subway',(608) 873-5559,'2762 County Rd N',1,"'Sandwiches,Fast Food'"
892,'Cousin Subs',(608) 821-0007,'6628 Odana Rd',0,''
893,'Capital Cafe',(608) 265-4914,'975 University Ave',0,''
894,'Northwood’s Bar & Grill',(608) 244-2481,'3841 East Washington Ave',0,''
895,'Subway',(608) 255-5533,'1814 Beltline Hwy',1,"'Sandwiches,Fast Food'"
896,'The Bayou Food Truck',,'25 W Main St',1,"'Street Vendors,Cajun/Creole'"
897,'The Brat Stand',(608) 262-7324,'800 Langdon St',2,''
898,'Seafood Center',(608) 294-0116,'1221 Williamson St',1,"'Seafood Markets,Seafood'"
899,'Jimmy John’s',(608) 221-3232,'6508 Monona Dr',1,"'Sandwiches,Fast Food,Delis'"
900,'Fuego’s',(608) 229-6920,'904 Williamson St',2,''
901,'La Escondida Mexican Grill',(608) 228-1987,'1821 S Park St',0,''
902,'Subway',(608) 251-1802,'700 S Park St',1,"'Sandwiches,Fast Food'"
903,'Milio’s Sandwiches',(608) 819-7827,'116 Martin Luther King Jr Blvd',1,'Sandwiches'
904,'Papa Murphy’s',(608) 825-7272,'2041 McCoy Rd',1,'Pizza'
905,'Domino’s Pizza',(608) 276-7676,'703 S Gammon Rd',1,"'Pizza,Chicken Wings,Sandwiches'"
906,'Athens Gyros',(608) 442-5999,'1614 Monroe St',0,''
907,'Pizza Hut',(608) 221-0666,'4762 Cottage Grove Rd',1,"'Pizza,Italian,Chicken Wings'"
908,'Subway',(608) 241-7827,'2813 N Sherman Ave',1,"'Sandwiches,Fast Food'"
909,'Subway',(608) 663-2460,'4416 Pflaum Rd',1,"'Fast Food,Sandwiches'"
910,'Pizza Hut',(608) 837-7777,'914 Windsor Rd',1,"'Italian,Pizza,Chicken Wings'"
911,'Falling Water Cafe',(608) 831-2000,'1313 John Q Hammons Dr',1,'American (New)'
912,'Taco Bell',(608) 249-7312,'4120 E Washington Ave',1,"'Tex-Mex,Fast Food,Mexican'"
913,'Domino’s Pizza',(608) 222-2800,'4680 Cottage Grove Rd',1,"'Pizza,Chicken Wings,Sandwiches'"
914,'KFC',(608) 222-6771,'604 Cottage Grove Rd',1,"'Fast Food,Chicken Wings,Chicken Shop'"
915,'McDonald’s',(608) 238-5909,'4500 University Ave',1,"'Fast Food,Burgers,Coffee & Tea'"
916,'Pizza Hut',(608) 845-0845,'3150 Maple Valley Dr',1,"'Pizza,Italian,Chicken Wings'"
917,'McDonald’s',(608) 241-7797,'4020 Milwaukee St',1,"'Burgers,Fast Food,Coffee & Tea'"
918,'Quiznos',(608) 833-3434,'116 Gammon Rd',1,"'Sandwiches,Fast Food'"
919,'Subway',(608) 260-0808,'202 N Charter St',1,"'Sandwiches,Fast Food'"
920,'Subway',(608) 441-6887,'2850 University Ave',1,"'Sandwiches,Fast Food'"
921,'Thai Riffic',,'Library Mall',1,''
922,'Plata’s Restaurant at Bridges Golf Course',(608) 244-1822,'2702 Shopko Dr',1,"'Bars,American (Traditional),Fish & Chips'"
923,'American Bistro',,'4602 Eastpark Blvd',1,'Pizza'
924,'Arby’s',(608) 825-3428,'829 Bunny Trl',1,"'Fast Food,Sandwiches'"
925,'Arby’s',(608) 839-9290,'1603 Landmark Dr',1,"'Fast Food,Sandwiches'"
926,'Carte',(608) 265-3000,'800 Langdon St',1,"'Salad,Sandwiches,Soup'"
927,'Subway',(608) 836-7779,'2602 Allen Blvd',1,"'Sandwiches,Fast Food'"
928,'Gordon Dining and Event Center',(608) 262-9471,'770 W Dayton St',1,'Cafeteria'
929,'The Prairie Cafe',(608) 244-4703,'4402 E Washington Ave',0,''
930,'The Tower Inn Bar and Grill',(608) 222-7855,'1008 E Broadway',1,''
931,'Hibachi Hut',,'716-798 State St',1,''
932,'Jimmy John’s',(608) 232-1885,'2807 University Ave',1,"'Sandwiches,Delis,Fast Food'"
933,'Subway',(608) 834-0880,'1905 McCoy Rd',1,"'Sandwiches,Fast Food'"
934,'Growlers Bar & Grille',(608) 244-4703,'4402 E Washington Ave',1,"'Bars,American (Traditional)'"
935,'Pizza Hut',(608) 849-8484,'300 N Century Ave',1,"'Pizza,Italian,Chicken Wings'"
936,'Milio’s Sandwiches',(608) 848-7827,'1011 N. Edge Trail',1,'Sandwiches'
937,'KFC',(608) 837-4040,'1070 Emerald Ter',1,"'Fast Food,Chicken Wings,Chicken Shop'"
938,'Papa Murphy’s',(608) 663-9655,'115 East Broadway',1,'Pizza'
939,'Arby’s',(608) 257-3905,'1609 S Park St',1,"'Fast Food,Sandwiches'"
940,'Gypsy Kitchen',(404) 939-9840,'3035 Peachtree Rd NE',1,"'Moroccan,Tapas/Small Plates,Spanish'"
941,'Kobe Steakhouse',(770) 559-5266,'2080 Henderson Mill Rd NE',1,"'Sushi Bars,Thai,Japanese'"
942,'Mezza Luna',(770) 319-0333,'1669 Spring Rd SE',1,"'Italian,Wine Bars,Seafood'"
943,'Poke Bar',(404) 343-0424,'6615 Roswell Rd NE',1,"'Poke,Sushi Bars'"
944,'Egg Harbor Café',(470) 225-1901,'1820 Peachtree Road NW',1,"'Breakfast & Brunch,Gluten-Free,Sandwiches'"
945,'Taco Cantina',(678) 424-1826,'2517 Spring Rd',1,"'Mexican,Latin American,Tapas Bars'"
946,'Doggy Dogg',,'310 E Howard',1,"'Street Vendors,Hot Dogs,Caterers'"
947,'Liberty Pizza',(770) 693-3940,'1275 Powers Ferry Rd',1,"'Pizza,Italian,Beer Bar'"
948,'South City Kitchen Midtown',(404) 873-7358,'1144 Crescent Ave NE',1,"'Southern,Breakfast & Brunch'"
949,'Brick Store Pub',(404) 687-0990,'125 E Court Sq',1,"'Pubs,American (Traditional)'"
950,'BoccaLupo',(404) 577-2332,'753 Edgewood Ave NE',1,"'Italian,American (Traditional)'"
951,'Tassili’s Raw Reality',(404) 343-6126,'1059 Ralph D Abernathy Blvd',1,'Live/Raw Food'
952,'Buttermilk Kitchen',(678) 732-3274,'4225 Roswell Rd NE',1,"'Breakfast & Brunch,Southern,American (New)'"
953,'Embilta Café & Restaurant Ethiopian Cuisine',(404) 254-4170,'2100 Cheshire Bridge Rd',1,'Ethiopian'
954,'Steel City Pops - Decatur',(678) 996-1380,'312 Church St',1,"'Desserts,Ice Cream & Frozen Yogurt,Gluten-Free'"
955,'Bones',(404) 237-2663,'3130 Piedmont Rd NE',1,'Steakhouses'
956,'Herban Fix - Vegan Kitchen',(404) 815-8787,'565-A Peachtree St NE',1,"'Vegan,Vegetarian,Asian Fusion'"
957,'Taqueria San Pancho',(770) 493-9845,'4880 Lawrenceville Hwy',1,'Mexican'
958,'Rice n’ Pie',(770) 302-0320,'3980 Peachtree Industrial Blvd',1,"'Pizza,Indian,Asian Fusion'"
959,'gusto!',(404) 330-8114,'782 Ponce De Leon Ave NE',1,"'Salad,American (New),Fast Food'"
960,'D’Cuban Cafe',(770) 447-0877,'6200 Buford Hwy Kl',1,"'Cuban,Latin American'"
961,'BullGogi',(470) 305-7522,'2140 N Decatur Rd',1,"'Poke,Korean,Asian Fusion'"
962,'26 Thai Kitchen & Bar',(404) 400-5995,'541 Main St NE',1,"'Thai,Bars'"
963,'Brockett Pub House & Grill',(770) 938-1080,'4522 East Ponce De Leon Ave',1,"'American (Traditional),Pubs'"
964,'LottaFrutta - Atlanta',(404) 588-0857,'590 Auburn Ave NE',1,"'Breakfast & Brunch,Caribbean,Sandwiches'"
965,'E. 48th Street Market',(770) 392-1499,'2462 Jett Ferry',1,"'Italian,Delis'"
966,'Fox Bros. Bar-B-Q',(404) 577-4030,'1238 Dekalb Ave Ne',1,"'Barbeque,American (Traditional)'"
967,'Yuzu sushi',(678) 691-3001,'5193 Peachtree Blvd',1,"'Japanese,Sushi Bars'"
968,'Kitchen Six',(404) 330-8336,'2751 Lavista Rd',1,"'Southern,American (New)'"
969,'Bole Ethiopian Restaurant',(470) 419-2960,'1650 Virginia Ave',1,'Ethiopian'
970,'EATaliano Kitchen',(404) 321-2111,'2480 Briarcliff Rd NE',1,'Italian'
971,'Poke Burri',(470) 265-0778,'477 Flat Shoals Ave SE',1,"'Sushi Bars,Poke,Seafood'"
972,'Chama Gaucha Brazilian Steakhouse',(404) 842-0011,'3365 Piedmont Rd NE',1,"'Steakhouses,Brazilian,Venues & Event Spaces'"
973,'Marrakech Express',(770) 568-0548,'477 Flat Shoals Ave SE',1,"'Moroccan,Mediterranean'"
974,'Golden Drops Café',(404) 968-9981,'1788 Clairmont Rd',1,"'Coffee & Tea,Breakfast & Brunch,Brazilian'"
975,'Porch Light Latin Kitchen',(678) 309-9858,'300 Village Green Cir SE',1,'Latin American'
976,'Mushi Ni',(404) 405-6005,'477 Flat Shoals Ave SE',1,"'Asian Fusion,Pan Asian,Food Stands'"
977,'Siamese Basil Thai Restaurant',(770) 242-4015,'6034 S Norcross Tucker Rd',1,'Thai'
978,'Desta Ethiopian Kitchen',(404) 929-0011,'3086 Briarcliff Rd NE',1,"'Ethiopian,Desserts,Sandwiches'"
979,'Eight Sushi Lounge',(404) 796-8888,'930 Howell Mill Rd NW',1,"'Sushi Bars,Lounges,Japanese'"
980,'Atlanta Breakfast Club',(470) 428-3825,'249 Ivan Allen Jr Blvd',1,"'Breakfast & Brunch,American (Traditional)'"
981,'Purnima Bangladeshi Cuisine',(770) 609-8587,'4646 Buford Hwy NE',1,"'Indian,Bangladeshi,Halal'"
982,'Hoboken Cafe on Whitlock',(678) 909-3375,'688 Whitlock Ave',1,'Italian'
983,'Louisiana Bistreaux',(404) 762-6755,'1375 Virginia Ave',1,"'Cajun/Creole,Seafood'"
984,'Cupanion’s Kitchen & Coffee',(770) 376-8940,'4920 Roswell Rd',2,''
985,'The Marietta Local',(770) 794-2299,'148 Roswell St NE',1,"'Breakfast & Brunch,Sandwiches'"
986,'Canoe',(770) 432-2663,'4199 Paces Ferry Rd SE',1,"'American (New),Seafood,Breakfast & Brunch'"
987,'Poor Calvin’s',(404) 254-4051,'510 Piedmont Ave NE',1,"'Asian Fusion,Southern,Comfort Food'"
988,'gusto!',(404) 352-4157,'1935 Peachtree Rd NE',1,"'American (New),Mediterranean,Fast Food'"
989,'Heirloom Market BBQ',(770) 850-1008,'2243 Akers Mill Rd SE',1,"'Barbeque,Desserts,Korean'"
990,'The Food Shoppe',(404) 600-8443,'123 Luckie St NW',1,"'Cajun/Creole,Breakfast & Brunch'"
991,'Tacos La Villa',(770) 951-0415,'2415 Cobb Pkwy SE',1,'Tacos'
992,'Jinya Ramen Bar',(404) 254-4770,'3714 Roswell Rd',1,"'Ramen,Noodles'"
993,'Fogo de Chão Brazilian Steakhouse',(404) 266-9988,'3101 Piedmont Rd',1,"'Brazilian,Steakhouses'"
994,'Home Grown',(404) 222-0455,'968 Memorial Dr SE',1,'Southern'
995,'Bleu House',(678) 527-6278,'62 College St',1,"'Sandwiches,Southern,Barbeque'"
996,'Buford Highway Farmers Market',(770) 455-0770,'5600 Buford Hwy NE',1,"'Farmers Market,Cafeteria'"
997,'Ticonderoga Club',(404) 458-4534,'99 Krog St NE',1,"'Cocktail Bars,American (Traditional)'"
998,'Marcel',(404) 665-4555,'1170 Howell Mill Rd',1,'Steakhouses'
999,'Mediterranea',(404) 748-4219,'332 Ormond St SE',1,"'Mediterranean,Bakeries,Breakfast & Brunch'"
1000,'Kingston Grill',(404) 458-3968,'1105 Main St',1,'Caribbean'
1001,'Lickety Split Southern Kitchen & Bar',(404) 963-5009,'1155 Virginia Ave',2,''
1002,'Oy!',(770) 989-1901,'2355 Cumberland Pkwy SE',1,"'Breakfast & Brunch,Burgers,American (New)'"
1003,'Mojito’s Cuban-American Bistro',(770) 441-2599,'35 S Peachtree St NW',1,"'Cuban,American (New),Seafood'"
1004,'Upbeet',(404) 347-1071,'1071 Howell Mill Rd',1,"'Salad,Juice Bars & Smoothies,Vegan'"
1005,'Hankook Taqueria',(404) 352-8881,'1341 Collier Rd NW',1,"'Mexican,Korean,Asian Fusion'"
1006,'Cafe Agora Midtown',(404) 253-2997,'92 Peachtree Pl NE',1,'Mediterranean'
1007,'Showcase Food Gallery',(404) 600-4067,'3183 Main St',1,"'American (New),Soul Food,Italian'"
1008,'Little’s Food Store and Grill',(404) 963-7012,'198 Carroll St',1,"'Grocery,Beer, Wine & Spirits,Burgers'"
1009,'Julianna’s Crepes',(404) 436-1825,'775 Lake Ave',1,"'Creperies,Desserts,Breakfast & Brunch'"
1010,'PONKO Chicken',(855) 967-6656,'2896 Chamblee Tucker Rd',1,"'American (New),Asian Fusion,Japanese'"
1011,'Chase’s Grille And Wingery',(770) 449-0229,'125 Lawrenceville St',1,"'Chicken Wings,American (Traditional),Burgers'"
1012,'Umi',(404) 841-0040,'3050 Peachtree Rd',1,'Sushi Bars'
1013,'Kimball House',(404) 378-3502,'303 E Howard Ave',1,"'American (New),Cocktail Bars'"
1014,'Bulla Gastrobar',(404) 900-6926,'60 11th St NE',1,"'Spanish,Gastropubs,Tapas Bars'"
1015,'Aamar Indian Cuisine',(404) 257-6959,'100 Luckie St NW',1,"'Indian,Halal'"
1016,'Ba Bellies',(770) 710-0565,'6025 Peachtree Pkwy',1,"'Asian Fusion,Gastropubs'"
1017,'Tava Indian Bistro',(404) 343-2710,'1685 Church St',1,'Indian'
1018,'Budi’s Sushi',(404) 907-4500,'349 Decatur St SE',1,"'Sushi Bars,Asian Fusion,Ramen'"
1019,'Arepa Mia',(404) 880-8575,'209 Edgewood Ave SE',1,"'Gluten-Free,Venezuelan'"
1020,'il Giallo Osteria & Bar',(404) 709-2148,'5920 Roswell Rd B -118',1,"'Bars,Italian'"
1021,'Bezoria',(770) 372-1917,'2860 Cumberland Mall SE',1,"'Mediterranean,Middle Eastern'"
1022,'Duck Donuts',(404) 600-5699,'3655 Roswell Rd NE',1,"'Donuts,Coffee & Tea,Breakfast & Brunch'"
1023,'Real Subs Cafe',(678) 424-8660,'4340 E W Connector',1,"'Sandwiches,Wraps'"
1024,'Ecco- Midtown',(404) 347-9555,'40 7th St NE',1,"'Modern European,Cocktail Bars,Italian'"
1025,'La Grotta Ristorante Italiano',(404) 231-1368,'2637 Peachtree Rd NE',1,'Italian'
1026,'Superica',(678) 791-1310,'99 Krog St',1,'Tex-Mex'
1027,'Drip',(404) 228-4240,'601 N Central Ave',1,"'Coffee & Tea,Breakfast & Brunch,Sandwiches'"
1028,'Chai Pani',(404) 378-4030,'406 W Ponce De Leon Ave',1,'Indian'
1029,'Chong Qing Hot Pot',(770) 936-1379,'5385 New Peachtree Rd',1,"'Seafood,Soup,Asian Fusion'"
1030,'Alma Cocina',(404) 968-9662,'191 Peachtree St NE',1,"'Latin American,Mexican,Bars'"
1031,'Casi Cielo',(404) 549-9411,'6125 Roswell Rd',2,''
1032,'So Kong Dong Tofu House',(678) 205-0555,'5280 Buford Hwy NE',1,'Korean'
1033,'Tanaka Ramen',(404) 254-1166,'205 Town Blvd',1,"'Asian Fusion,Ramen'"
1034,'Ssam Burger',(404) 609-5533,'2072 Defoors Ferry Rd NW',1,"'Burgers,Asian Fusion'"
1035,'Poor Hendrix',(404) 549-8756,'2371 Hosea L Williams Dr NE',1,"'American (New),Bars,Tapas/Small Plates'"
1036,'I Juice & Smoothies',(404) 288-3733,'1948 Wesley Chapel Rd',1,"'Vegan,Juice Bars & Smoothies,Ice Cream & Frozen Yogurt'"
1037,'The Little Farmhouse Cafe',(404) 809-0380,'3795 Presidential Pkwy',1,"'Cafes,Sandwiches,Breakfast & Brunch'"
1038,'JINYA Ramen Bar',(404) 600-6974,'5975 Roswell Rd',1,'Ramen'
1039,'Cafe Sababa - Mediterranean Grill',(678) 705-8268,'4639-D N Shallowford Rd',1,"'Mediterranean,Middle Eastern'"
1040,'Stockyard Burgers and Bones',(678) 503-2760,'26 Mill St',1,"'American (New),Beer, Wine & Spirits'"
1041,'Egg Harbor Café',(404) 389-9915,'5920 Roswell Road',1,"'Breakfast & Brunch,Gluten-Free,Sandwiches'"
1042,'The Optimist',(404) 477-6260,'914 Howell Mill Rd',1,"'Seafood,Cocktail Bars,Music Venues'"
1043,'Arhiboo Shawarma',(678) 732-0079,'4865 Memorial Dr',1,"'Mediterranean,Salad,Middle Eastern'"
1044,'D 92 Korean BBQ',(678) 973-2454,'225 E Trinity Pl',2,''
1045,'K BBQ Taco',(404) 377-8031,'105 Clairemont Ave',1,"'Korean,Asian Fusion'"
1046,'Com Vietnamese Grill Restaurant',(404) 320-0405,'4005 Buford Hwy NE',1,'Vietnamese'
1047,'Spring',(678) 540-2777,'36 Mill St',1,'American (New)'
1048,'Cafe Sunflower Buckhead',(404) 352-8859,'2140 Peachtree Rd',1,"'Vegetarian,Salad,Vegan'"
1049,'Rumi’s Kitchen',(404) 477-2100,'6112 Roswell Rd NE',1,"'Persian/Iranian,Cocktail Bars'"
1050,'South City Kitchen Buckhead',(404) 815-6677,'3350 Peachtree Rd NE',1,'Southern'
1051,'Nick’s Food To Go',(404) 521-2220,'240 Martin Luther King Jr Dr SE',1,"'Greek,Burgers,Mediterranean'"
1052,'Secreto Southern Kitchen & Bar',(470) 395-8989,'3575 Durden Dr NE',1,''
1053,'Joy Cafe',,'1100 Peachtree St NE',1,"'Breakfast & Brunch,Cafes,Southern'"
1054,'Botiwalla',(470) 225-8963,'675 Ponce De Leon Ave NE',1,'Indian'
1055,'The Crossing Steak House',(678) 280-9081,'40 S Peachtree St',1,"'Seafood,Steakhouses,Bars'"
1056,'Bezoria',(404) 464-5190,'903 Peachtree St NE',1,"'Mediterranean,Middle Eastern,Salad'"
1057,'bartaco',(404) 607-8226,'969 Marietta St NW',1,"'Mexican,Tapas Bars'"
1058,'JCT Kitchen & Bar',(404) 355-2252,'1198 Howell Mill Rd',1,'Southern'
1059,'Café 458 Brunch',(470) 377-5556,'458 Edgewood Ave NE',1,"'Breakfast & Brunch,Cafes,Coffee & Tea'"
1060,'The Corner Grille',(404) 767-1135,'3823 Main St',1,"'Breakfast & Brunch,Cajun/Creole,American (New)'"
1061,'Jack’s New Yorker Deli',(404) 799-8500,'4691 Atlanta Rd',1,"'Delis,Sandwiches,Breakfast & Brunch'"
1062,'Bacchanalia',(404) 365-0410,'1460 Ellsworth Industrial Blvd NW',1,'American (New)'
1063,'endive Publik house',(404) 504-9044,'1468 Mecaslin St NW',1,'American (New)'
