Address,CostRange,Cuisine,Name,PhoneNumber,ZipCode
"6628 Odana Rd, Madison",1,Greek,Athens Gyros,(608) 833-3344,53719
105 Evco Circle,1,Fast Food,Burger King,(608) 846-4733,53532
"122 S Main St, Jefferson",1,"Coffee and Tea,Tea",Tan A Latte,(920) 675-0493,53549
"2828 Prairie Lakes Dr, Sun Prairie",1,Desserts,Orange Leaf Frozen Yogurt,(608) 825-7396,53590
"505 Vernal Ave, Milton",1,Pizza,Paul Revere's Pizza,(608) 868-4999,53563
"119 N Main St, Poynette",1,Bar Food,Harmony Bar,(608) 635-2844,53955
"3518 Hwy. M, Edgerton",1,American,Edgewater Inn,(608) 884-3909,53534
"122 W Commercial St, Mazomanie",1,American,Gordon's,(608) 795-2330,53560
"2804 Prairie Lakes Dr Ste 106, Sun Prairie",1,American,Macs,(608) 318-8823,53590
"407 S Main St, Fort Atkinson",1,American,Bethany Lynn's Tea & Treasures,(920) 563-1426,53538
"856 Janesville St, Oregon",1,Desserts,Oregon Frozen Yogurt,,53575
"532 US Highway 51, Poynette",1,Pizza,Inn-Cognito,(608) 635-4834,53955
"3738 County Road P, Cross Plains",1,"American,Bar Food",Red Mouse,(608) 798-9990,53528
"527 State St, Madison",1,,Smoothie King & Extreme Pita,(608) 256-5464,53703
"14 N Madison St, Evansville",1,"American,Bar Food",Pete's Inn,(608) 882-4170,53536
"3516 W County Road M, Edgerton",1,Bar Food,Bubba D's Showboat Tap,(608) 884-4181,53534
"1968 Atwood Ave, Madison",1,Bar Food,Ideal Bar,(608) 244-9702,53704
"626 University Ave., Madison",1,"American,Burger,Bar Food",Churchkey Bar and Grill,(608) 251-0444,53715
"139 Collins Rd, Jefferson",1,American,Frank's family restaurant,(920) 674-4296,53549
"101 Silverado Dr, Stoughton",1,Coffee and Tea,Point Java Coffee House,(608) 873-5540,53589
14 West Mifflin Street,4,"Seafood,Steak",Rare Steakhouse,(608) 204-9000,53703
"700 North Midvale Boulevard, Madison",2,European,Cafe Hollander,(608) 237-3168,53705
7475 Mineral Point Road 12,3,Indian,Haldi Masala,,53717
"6005 Monona Dr, Monona",1,Mexican,La Rosita,(608) 221-2203,53716
"10 W Mifflin Street, Madison",1,American,Field Table,(608) 630-9222,53703
"5915 Exchange St, Mc Farland",1,Bar Food,Crapp's Mc Farland Tavern,(608) 838-6012,53558
"739 South Gammon Rd, Madison",1,"Fast Food,Donuts",Dunkin' Donuts,(608) 467-7705,53719
"1103 Mills St, Black Earth",1,Bar Food,Shack,(608) 767-3725,53515
"4802 Sheboygan Ave, Madison",1,American,Hill Farms Cafeteria,(608) 233-8388,53705
"449 State Street, Madison",1,Indian,Mirch Masala,(608) 294-5555,53703
"707 S Mills St, Madison",1,Coffee and Tea,Victor Allen's Coffee,(608) 280-8801,53715
"Howard Johnson Plaza Hotel, 3841 E Washington Avenue, Madison",2,American,Northwood's Grill,(608) 244-2481,53704
"117 S 1st Street, Mount Horeb",1,"Burger,American",Firehouse Bar & Grill,(608) 437-7725,53572
"5360 Westport Rd, Madison",4,American,Betty Lou Cruises,(608) 246-3138,53704
"1001 Wisconsin Pl, Madison",1,American,Statehouse,(608) 535-8222,53703
"438 Grand Canyon Dr, Madison",1,Pizza,Chuck E Cheese's,(608) 829-2659,53719
"1620 Janesville Ave, Fort Atkinson",1,American,Fort Atkinson Family Rest,(920) 563-6324,53538
"1437 Regent St, Madison",2,"Italian,Pizza",Pizza Bella,(608) 466-4989,53711
"135 S Main St, Jefferson",1,Mexican,El Chapparal,(920) 674-6040,53549
"116 E Main St, Sun Prairie",1,Bar Food,Pitstop Pub LLC,(608) 825-9977,53590
"958 Liberty Dr, Madison",2,American,The Verona Woods,(608) 497-1680,53593
2502 East Springs Drive,2,American,TGI Fridays,,53704
"7610 Elmwood Avenue, #105, Madison, WI",1,Chinese,Taigu,(608) 831-3458,53562
2701 Monroe Street #250,3,"Hawaiian,Seafood",Miko Poke,,53711
"4586 Baxter Rd, Cottage Grove",2,"American,Burger",Doubledays,(608) 839-5101,53527
1201 East Broadway,1,"American,Diner",Denny's,(608) 222-8822,53716
"610 University Ave, Madison",1,"Asian,Sushi,Teriyaki",Sushi Express,(608) 467-9688,53715
"109 N Main St, Poynette",1,American,Frontier Bar,(608) 635-4189,53955
"1901 Aberg Ave, Madison",1,American,Wiggies,(608) 241-0544,53704
"3050 Cahill Main, Fitchburg",1,"Mexican,Ice Cream",Sabores Michoacanos,,53711
"4008 Milwaukee St, Madison",1,Italian,Four Star,(608) 244-2121,53714
"7573 W Mineral Point Rd, Verona",1,Chinese,Hunan Chang Chinese Restaurant,(608) 829-3996,53593
"5485 Willow Rd, Waunakee",1,"Burger,Bar Food,Sandwich",Willows Tavern,(608) 244-8458,53597
"13 Atlas Court, Madison",1,Fast Food,Madison - Dream Lanes,(608) 222-5001,53714
"4544 Monona Dr, Madison",1,Mexican,Bolillo Bakery and Deli,(608) 819-6560,53716
"1325 Greenway Cross, Madison",1,Donuts,Delicious Fresh Donuts & Deli,(608) 442-0580,53713
"115 State St, Madison",1,"Burger,Seafood",Buck & Badger Northwoods Lodge,(608) 230-7999,53703
"1437 Regent St, Madison",1,"Indian,Mediterranean",Campus Biryani & Gyros,(608) 259-0786,53711
"N3522 County Rd K, Jefferson",3,"Seafood,Steak",The Edgewater Supper Club,(920) 674-9942,53549
118 West Towne Mall,1,"Fast Food,Steak,Sandwich",Steak Escape,,53719
"1902 Main St, Cross Plains",1,American,Kurt's On Main,(608) 798-2223,53528
"206 W. Main St, Cambridge",2,"American,Sandwich",Keystone Grill,(608) 423-3730,53523
"5109 W Terrace Dr, Madison",2,"American,Burger",Geier's Grill,(608) 249-4220,53718
"414 W Gilman St, Madison",1,"Pizza,Tapas",Mezze,(608) 255-8172,53703
"W4192 Bristol Rd, Columbus",1,Desserts,Sassy Cow Creamery,(608) 837-7766,53925
"3742 Speedway Road, Madison",1,"International,Sandwich",Fit 2 Eat,(608) 233-7192,53705
"183 E. Main Street, Stoughton",1,"Desserts,Sandwich",Cheesers,(608) 873-1777,53589
"105 W. Main St., Madison",1,American,Genna's Cocktail Lounge,(608) 255-4770,53703
"4128 E Washington Ave, Madison",2,Pizza,Toppers Pizza,(608) 246-0066,53704
"101 S Webster St, Madison",1,"Breakfast,Coffee and Tea",Good Day Coffee Shop,(608) 251-0157,53702
525 West Johnson Street,2,American,Badgerland Bar and Grill,(608) 251-3033,53703
"4000 International Lane, Madison",2,"American,Bar Food",Great Dane Pub,(608) 243-9614,53704
2143 Zeier Road,2,Italian,Fazoli's,(608) 249-8432,53704
315 East. Linnerud Drive.,1,"American,Burger,Bar Food",Nitty Gritty Sun Prairie,(608) 837-4999,53590
"N1957 US Highway 12, Fort Atkinson",1,"American,Bar Food",Bitz's Outer Limits,(920) 563-3773,53538
1 South Pinckney Street,1,Deli,Gooseberry on the Square,,53703
"27 East Main Street, Madison",1,"Amish,Japanese,Taiwanese",Tavernakaya,(608) 286-1548,53703
"2202 W Broadway, Monona",1,Bar Food,Antler's Tavern,(608) 222-9872,53713
"701 E Washington Ave, Madison",1,Italian,Brink Lounge,(608) 661-8599,53703
"7773 Martinsville Rd, Cross Plains",1,"American,Bar Food",Keg of Martinsville,(608) 798-3730,53528
"608 University Ave, Madison",1,Chinese,A8 China,(608) 250-8888,53715
"25 W Towne Mall, Madison",1,Coffee and Tea,Gloria Jean's,(608) 829-2739,53719
"462 State Street, Madison",1,"Desserts,Bakery",Insomnia Cookies,(877) 632-6654,53703
660 South Whitney Way,2,American,Applebee's,(608) 271-5450,53711
529 North Lake Street,1,American,Kollege KLUB,(608) 257-3611,53703
"112 E James St, Columbus, WI",3,Italian,Bistro Racian,(920) 350-0066,
135 South Main Street,2,BBQ,Ziggy's BBQ Smoke House & Ice Cream Parlor,(608) 291-0915,
106 King Street,2,"Ramen,Japanese",Morris Ramen,(608) 416-5547,53703
"170 McCrae Rd, Fall River",1,"Burger,Sandwich",Wingz n Thingz,(920) 484-6110,53932
"827 E Washington Avenue, Madison",3,Southern,Julep,(608) 237-1904,53703
"918 Williamson St, Madison",1,Coffee and Tea,Msco Patisserie,(608) 442-8009,53703
"4221 Lien Rd, Madison",1,,Legacy House Tea Room,(608) 663-1340,53704
604 University Avenue,2,"Peruvian,Sandwich",Estacion Inka,,53715
"141 S Main St, Monticello",1,"BBQ,Bar Food",Rathskeller,(608) 938-1299,53570
222 West Washington Avenue Ste 30,2,American,Casetta Kitchen and Counter,(608) 467-8108,53703
"Hilldale Shopping Center , 717 Hilldale Way, 
Madison",1,"Beverages,American",Bowl Of Heaven,(949) 459-1170,53705
"506 State Street, Madison",2,"Pizza,Salad",Lotsa Stone Fired Pizza,(608) 764-4400,53703
2125 Mc Comb Road. Suite 110,3,"Pizza,Sandwich",Spinners Pizza,(608) 205-6438,53589
3040 Cahill Main,2,American,The Thirsty Goat,,53711
"6719 Frank Lloyd Wright Avenue, Middleton",2,Mexican,Lupe's Taqueria,(608) 841-1715,53562
"334 E Main St, Stoughton",1,"Coffee and Tea,Cafe",Back To the Bean,(608) 286-4997,53589
"1124 S. Park Street, Madison",1,"Japanese,Ramen",Ramen Station,(608) 819-8918,53715
"500 W Verona Ave, Verona",1,Fast Food,Subway,(608) 845-3699,53593
"506 1ST St, New Glarus",1,Bar Food,Sportsmans Bar & Grill,(608) 527-2225,53574
"118 S Main St, Lodi",1,"American,Bar Food,Sandwich",Willie's Restaurant and Bar,(608) 592-0332,53555
"W11579 Hwy. V, Lodi",1,Bar Food,Lucky's on the Lake,(608) 592-4796,53555
2856 University Avenue,1,"Fast Food,Ice Cream",Dairy Queen (Treat),(608) 238-4511,53705
"406 N Frances St, Madison",2,American,Red Shed,(608) 256-2214,53703
"204 W Main St, Mount Horeb",1,"American,Breakfast,Diner",Fink's Cafe,(608) 437-8922,53572
"2701 Monroe Street, Suite 270, Madison, WI",3,California,Everly,(608) 416-5242,53711
"1225 Bus Hwy 18-151, Mt Horeb",1,"Coffee and Tea,Cafe",Mary's Coffee Express,(608) 437-0806,53572
"2616 Monroe Street, Madison",3,German,Freiburg Gastropub,(608) 204-2755,53711
"444 S. Park Street, Madison",3,American,Rockhound Brewery Co.,(608) 285-9023,53715
4002 East Washington Avenue,1,Fast Food,Arby's,(608) 240-4427,53704
"518 Grand Canyon Drive, Madison, WI",1,"Dim Sum,Chinese",Nani,(608) 826-9300,53719
"Capital City Trail, Madison",1,Sandwich,Melted Food Cart,(608) 770-9659,53704
"2961 Main St, Blue Mounds",1,Bar Food,Harley Blue,(608) 437-3780,53517
"W3075 Green Isle Dr, Fort Atkinson",1,,Pete's Place,(262) 593-8319,53538
"102 S 2ND St, Mount Horeb",1,"American,Burger,Bar Food",Troll Inn Incorporated,(608) 437-8558,53572
"107 County Road Id, Barneveld",1,American,Lucky's,(608) 924-5555,53507
"77 Sirloin Strip, Madison",3,"Mediterranean,Middle Eastern,Bar Food",Mediterranean Hookah Lounge,(608) 251-7733,53713
1 West Towne Mall,1,"American,Desserts",The Cheesecake Factory,(608) 824-2370,53719
"22 S Carroll St, Madison",2,American,Jerome's,(608) 257-8811,53703
"1417 Northport Drive, Madison",1,Mexican,Enrique's,(608) 240-2008,53704
"916 Madison Ave, Fort Atkinson",1,"Desserts,Ice Cream",Kent's Ice Cream,(920) 563-7501,53538
"5440 Willow Rd Suite 112, Westport",1,Bar Food,Parched Eagle Brew Pub,(608) 204-9192,53597
2832 Prairie Lakes Drive,2,Burger,Monk's Bar & Grill - Sun Prairie,(608) 834-3198,53590
"300 N Century Ave, Waunakee",2,"Burger,Bar Food",Mr Brews Taphouse - Waunakee,(608) 849-4644,53597
"4512 E Washington Ave, Madison",1,Mexican,Taqueria Sabor Queretano,(608) 249-0877,53704
8310 Greenway Boulevard,3,Mediterranean,Freska Mediterranean Grill,,53562
"5 E Wilson St, Madison",4,American,Madison Club,(608) 255-4861,53703
"4512 E Washington Avenue, Madison",1,Desserts,La Michoacana,(608) 665-3242,53704
"100 E Holum Street, DeForest",3,Bakery,Norske Nook,(608) 842-3378,53532
"700 Railroad Street, Madison",1,Pizza,Sugar River Pizza Company,(608) 527-5000,53574
"665 State Street, State and Lake Corner",1,"American,Salad",Forage Kitchen,(608) 286-1455,53703
"108 King Street, Madison, WI, Madison",1,Asian,Muramoto Downtown,(608) 255-4343,
"801 Hwy 69, New Glarus",1,,Chalet Landhaus Inn,(608) 527-5234,53574
"317 N Bassett Street, Madison",2,"Mediterranean,Pakistani",Madistan,(608) 422-5422,53703
1610 Deming Way,3,"Japanese,Sushi",Fuji Sushi & Hibachi,,53562
"3519 University Ave, Madison",1,Thai,Curry in the Box,(608) 238-1900,53705
"575 State Street, Madison",1,Coffee and Tea,Tailgate Coffee,(608) 286-1808,53703
"5510 University Avenue, Madison, WI",2,Mexican,Lalo's Mexican Restaurant,,53705
"6295 Portage Rd, De Forest",1,Steak,Keg,(608) 244-6351,53532
"8225 Greenway Boulevard, Middleton",1,Bar Food,World of Beer,(608) 833-5400,53562
419 State Street,3,Spanish,Zandrus,(608) 960-8272,
"111 S. Hamiliton Street, Madison",1,Mexican,Canteen,(608) 285-5703,
"26 N Main St, Deerfield",1,"American,Bar Food",Kurt's Never Inn,(608) 764-8131,53531
"1317 N High St, Fort Atkinson",1,American,River Front Family Restaurant,(920) 563-5070,53538
"5607 cr-c, Arena",1,Sandwich,Riverview Terrace Cafe at Taliesin,(608) 588-7900,53503
"750 East Washington Avenue, Madison",1,"Coffee and Tea,Sandwich",Cargo Coffee,(608) 709-1309,53703
"1865 Northport Dr, Madison",1,Coffee and Tea,Coffee Gallerie,(608) 284-7747,53704
"2044 Atwood Ave, Madison",1,Chinese,Magic Wok,(608) 244-7869,53704
"316 State St, Madison",1,,Pantheon Bar,(608) 251-6311,53703
"4402 E. Washington Ave, Madison",3,"American,Bar Food",Growlers Crowne Plaza,(608) 244-4703,53704
"1344 East Washington Avenue, Madison",1,"Mexican,Tex-Mex",Pasqual's Cantina,(608) 819-8002,53703
"2530 Monroe St, Madison",1,"Coffee and Tea,Sandwich",Colectivo Coffee,(414) 273-3747,53711
"Location Varies, Madison, WI",1,Mexican,El Grito Taqueria,(608) 807-2783,
"447 W Gilman St, Madison",1,,Wiener Shop,(608) 665-3782,53703
"1421 Regent Street, Madison, WI",3,"American,Burger",SconnieBar,(608) 819-8610,53711
"115 E Milwaukee St, Jefferson",1,Bar Food,Herbie's Bar,(920) 674-3900,53549
"100 N. Hamilton St., Madison",1,"American,Desserts,Pizza",Roman Candle Sparkler,(608) 256-6445,53703
"334 State Street, Madison",2,Peruvian,Crandall's Peruvian Restaurant,(608) 319-4053,53703
"723 E Ellendale Rd, Edgerton",1,Italian,Rosati's,(608) 884-0024,53534
"119 State St, Madison",1,Desserts,Red Elephant,(608) 448-3900,53703
"819 S Park Street , Madison",1,Mexican,El Rancho Mexican Grill,(608) 284-9702,53715
"499 D'Onofrio Dr, Madison",1,Asian,World Buffet,(608) 833-6789,53719
"6414 Bridge Rd, Monona",1,Bar Food,Bridge Lounge,(608) 221-3992,53713
"833 Water St, Sauk City",1,"American,Burger,Bar Food",Gym Bar & Grill,(608) 643-2001,53583
"7545 Hubbard Avenue, Downtown Middleton",3,American,Longtable Beer Cafe,,
"5404 Raywood Rd, Madison",2,American,Off Broadway Drafthouse,(608) 630-9111,53713
"1745 Parkside Dr, Madison, WI",2,"Japanese,Sushi",Sumo Steakhouse & Sushi Bar,(608) 661-5533,53704
"1901 hwy 59, Milton",2,Burger,Lakeview Campground and Bar,(608) 868-7800,53563
"550 North Midvale Boulevard, Madison",2,"Coffee and Tea,Desserts",DB Infusion Chocolates,(608) 233-1600,53705
"722 S Main St, Fall River",1,"Diner,Indian",Fall Inn Cafe,(920) 484-6200,53932
138 West Towne Mall,1,"Desserts,Ice Cream",La Coppa Gelato Cafe,,53719
"201 Janesville St, Oregon",1,,Lil' Buddy's Popcorn,(608) 835-5505,53575
"273 N Charter St, Madison",1,,Saigon Sandwich Madison,(608) 515-8564,53715
785 University Ave Madison,1,"American,Chinese,Sushi",Madison Cuisine,(608) 906-8888,53718
"1701 Moorland Rd, Madison",1,Bar Food,Farm Tavern,(608) 221-1646,53711
"601 S Gammon Road, Madison, WI",1,"American,Sandwich",Sliced Deli,(608) 274-6205,53719
"611 Langdon St, Madison",1,"Coffee and Tea,Pizza,Sandwich",Cafe O,(608) 256-8361,53703
"1308 West Dayton St, Madison",1,Asian,Ginger Root,(608) 890-3000,53715
"115 Austin Dr, Merrimac",1,American,Candy's Merrimac Cafe,(608) 493-2057,53561
"2710 CR-V, Sun Prairie",1,American,Gerk's Junction,(608) 837-9889,53590
"1509 State Rd 26, Jefferson",1,Chinese,Golden Wok Restaurant,(920) 674-4848,53549
"1 W Dayton St, Madison",1,American,Circ,(800) 356-8293,53703
"931 E Main St, Madison",2,,Old Sugar Distillery,(608) 260-0812,53703
"300 Cottage Grove Rd, Madison",1,"Burger,Pizza,Bar Food",Chief's Tavern,(608) 395-2300,53716
"2433 University Ave, Madison, WI",2,American,Pasture & Plenty,(608) 665-3770,53726
"2015 Linden Drive, Madison",1,"Coffee and Tea,Sandwich",Feed Bag Deli,(608) 890-2170,53706
"2513 Seiferth Rd, Madison",1,,Fourth Quarter,(608) 222-7372,53716
"46 Merchant Row, Milton",1,Bar Food,Klub Bub,(608) 868-4111,53563
311 North Frances Street,1,Japanese,Strings Ramen,(608) 665-3837,
"958 Liberty Dr, Verona, WI",2,Tapas,4 Sisters Tapas Restaurant,(608) 497-3004,53593
"811 S Gammon Rd, Madison",2,"Japanese,Sushi",Akari Sushi,(608) 422-5818,53719
"102 W Railroad St, Verona",2,"American,Burger,Bar Food",Cahoots,(608) 497-1230,53593
"8025 Excelsior Dr, Madison",1,Coffee and Tea,Dryhootch,(608) 827-2084,53717
"7113 Cr-K, Middleton",1,Bar Food,Connie's Home Plate,(608) 836-8765,53562
611 Langdon Street,1,American,Adamah Neighborhood Table,(608) 441-1574,53703
"4552 Monona Dr, Monona",1,Ice Cream,Paradise Island,,53716
904 Williamson Street,2,"Spanish,Steak,Tapas",Fuegos - Steak Tapas Vegan,,53703
"821 E Johnson Street, Madison",3,Bar Food,The Robin Room,(608) 284-7638,53703
100 Keenan Ct.,2,"Pizza,American",Pizza Ranch,(608) 848-3600,53593
"2960 Cahill Main,Suite 130, Fitchburg",2,Pizza,MOD Pizza,(608) 416-5224,53711
"2601 West Beltline Frontage Rd, Madison",1,Coffee and Tea,Cafe at Arbor Gate,(608) 273-2233,53711
"1308 W Dayton St, Madison",1,Sandwich,Harvest Grains,(608) 890-3000,53715
"2424 University Ave, Madison",2,American,Highland Corner Grill,(608) 233-8778,53726
"Bergamont Blvd, Oregon",3,American,Legend at Bergamont,(608) 835-6900,53575
"88 Hawks Landing Circle, Verona",3,"American,Seafood",Dahmen's at Hawks Landing,(608) 848-5751,53593
"4002 Evan Acres Road, Madison",1,"American,Burger",Gamers Grill,(608) 223-9576,53718
"7123 US Highway 51, De Forest",1,Bar Food,Club 51,(608) 846-9845,53532
"1313 John Q Hammons Dr, Middleton",1,American,Falling Water Cafe,(608) 831-2000,53562
"627 W Main St, Merrimac",1,American,Varsity Club,(608) 493-2650,53561
"6625 Century Avenue, Middleton, WI",1,"French,Italian,American",1847 at The Stamm House,(608) 203-9430,53562
"6634 Watts Rd, Madison",2,Chinese,ZenZen Taste,(608) 316-0188,53719
"201 W Gorham St, Madison",2,Seafood,Mad Boiling Crab,(608) 819-6168,53703
"18 N Carroll , Madison",1,American,Graft,(608) 229-8800,
"1313 Regent St, Madison",2,American,Lucky's 1313 Brew Pub,(608) 250-8989,53715
"109 S Main Street, Madison",1,Bar Food,Toot + Kate's Winebar,(608) 497-1111,53593
"1328 S Midvale Blvd, Madison",2,"French,Bar Food",Le Tigre Lounge,(608) 274-0944,53711
"1210 Williamson Street, Madison",3,"African,Ethiopian",Buraka,(608) 286-1448,53703
"461 West Gilman Street, Madisonn",1,"Japanese,Ramen",Ramen Kid,(608) 467-7387,53703
"745 North High Point Road, Madison",1,"Laotian,Thai",Rising Sons,(608) 841-1884,53717
"3401 University Ave, Madison",1,Pizza,Hot Stuff Pizza,(608) 238-1448,53705
"2770 S Syene Road, Madison",1,Pizza,Godfather's Pizza,(608) 274-9662,53711
"1500 Highland Ave, Madison",1,Coffee and Tea,Highland Grounds,(608) 890-1964,53705
"2513 Seiferth Rd, Madison",1,Bar Food,Knuckle Down Saloon,(608) 222-7800,53716
"1614 Monroe St, Madison",1,Greek,Athens Gyros,(608) 251-4412,53711
"910 Regent St, Madison, WI",1,American,Sweet Home Wisconsin,(608) 819-6622,53715
"601 Langdon St, Madison",1,American,Portage Pi,(608) 257-4391,53703
114 East Main Street 101,1,American,The Lone Girl Brewing Company,(608) 850-7175,
6604 Mineral Point Road,2,BBQ,North and South Seafood & Smokehouse,,53705
"602 S Park Street, Madison",1,Fast Food,Chili King,(608) 422-5666,
"563 State Street, Madison",2,Teriyaki,Glaze Teriyaki,(608) 467-9303,53703
"8310 Greenway Blvd #106, Middleton, WI 53562, USA",3,Cafe,Cafe Zupas,(608) 416-8148,
"5706 Raymond Road, Madison",1,Mexican,Los Atlantes,(608) 285-9135,
"3162 Maple Grove Dr, Madison, WI",1,Pizza,Marco's Pizza,(608) 497-8004,53719
"731 State Street, Madison",2,Caribbean,Cafe Costa Rica,(608) 256-9830,53703
"8391 Greenway Boulevard, Middleton",2,American,Zoup!,(608) 841-2566,53562
"N3656 County Road K, Jefferson",1,,Shortyz Bar,(920) 674-6566,53549
"2702 Shopko Dr., Madison",1,,Bridges on the Green Restaurant,(608) 244-1822,53704
"1225 Bus Hwy 18-151, Mt Horeb",1,,Mary's Scone Shop,(608) 437-0806,53572
"200 W Milwaukee St, Jefferson",1,"American,Burger,Pizza",Heron's Landing,(920) 675-1650,53549
"2784 S. Fish Hatchery Road, Madison",3,"American,Mexican",Me & Julio,(608) 278-1428,53711
