Name,PhoneNumber,Address,CostRange,Cuisine
The Flying Biscuit Cafe,(404) 687-8888,1655 McLendon Ave,1,"Breakfast & Brunch,Coffee & Tea,American (Traditional)"
UpDog Smoothies & Juices,(404) 981-7522,107 Church St,1,"Vegan,Juice Bars & Smoothies,Tea Rooms"
Brazilian Bakery Café,(770) 818-0088,1260 Powers Ferry Rd,1,"Bakeries,Brazilian"
DaVinci’s Pizzeria,(678) 213-1112,1810 Spring Rd,1,"Pizza,Salad,Sandwiches"
Bangkok Station,(404) 343-4665,550 Pharr Rd,1,"Thai,Cocktail Bars"
Pho Dai Loi 2,(404) 633-2111,4186 Buford Hwy NE,1,Vietnamese
King + Duke,(404) 477-3500,3060 Peachtree Rd NW,1,"American (New),Burgers,American (Traditional)"
Kang Nam,(770) 455-3464,5715 Buford Hwy NE,1,"Korean,Japanese"
Mangos Caribbean Restaurant,(404) 698-3992,180 Auburn Ave NE,1,Caribbean
Marlow’s Tavern,(770) 432-2526,2355 Cumberland Blvd,1,"American (New),Burgers,Gastropubs"
Lovies BBQ,(404) 254-2848,3420 Piedmont Rd NE,1,"Barbeque,Breakfast & Brunch,Sandwiches"
Thaicoon Marietta,(678) 766-0641,34 Mill St NE,1,"Thai,Sushi Bars"
Dave Poe’s BBQ,(770) 792-2272,660 Whitlock Ave NW,1,Barbeque
Nicola’s Restaurant,(404) 325-2524,1602 Lavista Rd,1,Middle Eastern
Little Bangkok,(404) 315-1530,2225 Cheshire Bridge Rd Ne,1,"Chinese,Thai"
Buteco,(404) 963-2929,1039 Grant St SE,2,
Star Provisions,(404) 365-0410,1460 Ellsworth Industrial Blvd,1,"Cheese Shops,Meat Shops,Sandwiches"
Kafenio,(470) 823-4929,3387 Main St,1,"Greek,Cafes,Coffee & Tea"
Murphy’s,(404) 872-0904,997 Virginia Ave NE,1,"American (Traditional),Breakfast & Brunch"
Thumbs Up Diner,(404) 223-0690,573 Edgewood Ave SE,1,Breakfast & Brunch
Harmony Vegetarian Restaurant,(770) 457-7288,4897 Buford Hwy,1,"Chinese,Vegetarian,Vegan"
Yokohama Sushi,(678) 315-5992,5412-B Buford Hwy NE,1,"Japanese,Sushi Bars"
Pasta Da Pulcinella,(404) 876-1114,1123 Peachtree Walk NE,1,Italian
Barcelona Westside Ironworks,(404) 872-8000,1085 Howell Mill Rd NW,1,"Tapas/Small Plates,Wine Bars,Spanish"
Eleanor’s,(770) 434-1114,1675 Cumberland Pkwy,1,"Lounges,American (New)"
Kwan’s Deli and Korean Kitchen,(404) 522-9796,267 Marietta St NW,1,"Delis,Korean,American (Traditional)"
Superica,(678) 705-1235,3850 Roswell Rd NE,1,"Tex-Mex,Beer Bar,Mexican"
Slutty Vegan,(678) 732-3525,1542 Ralph David Abernathy Blvd,1,Vegan
Mike’s Hot Dogs,(404) 252-8484,5948 Roswell Rd NE,1,"Hot Dogs,Caterers,American (Traditional)"
Polaris,(404) 460-6425,265 Peachtree St NE,1,"American (Traditional),Cocktail Bars"
Ammazza,(404) 228-1036,591 Edgewood Ave,1,"Pizza,Italian,Bars"
Sweet Melissa’s,(404) 370-1111,127 E Court Sq,1,Breakfast & Brunch
Hearth Pizza Tavern,(404) 252-5378,5992 Roswell Rd NE,1,"Pizza,Gastropubs"
Crispina Ristorante & Pizzeria,(678) 426-7149,3300 Cobb Pkwy SE,1,"Italian,Pizza"
Clay’s Sports Cafe,(404) 843-1233,5975 Roswell Rd,0,
Bartaco Chastain Park,(678) 871-8226,3802 Roswell Rd,1,Mexican
Under the Cork Tree,(404) 228-7470,5600 Roswell Rd NE,1,"Tapas/Small Plates,American (New),Wine Bars"
AJ’s Famous Seafood and PoBoys,(678) 999-0767,2100 Roswell Rd,1,"Cajun/Creole,Seafood"
Pijiu Belly,(404) 343-6828,678 10th St NW,1,"Burgers,Pubs,Asian Fusion"
Java & Tempo Doeloe,(678) 964-9064,5090 Buford Hwy,1,"Indonesian,Halal"
Saltyard,(404) 382-8088,1820 Peachtree St NW,1,"American (New),Tapas Bars"
Noni’s Bar & Deli,(404) 343-1808,357 Edgewood Ave,1,"Italian,Sandwiches,Lounges"
The Flying Biscuit Cafe,(404) 874-8887,1001 Piedmont Ave,1,"Breakfast & Brunch,American (Traditional),Southern"
WIN Indonesian Grill & Gastrobar,(404) 352-3838,2285 Peachtree Rd NE,1,"Indonesian,Gastropubs"
Grub Burger Bar,(770) 628-0669,1110 Hammond Dr,1,"Burgers,Bars"
Marietta Donuts,(470) 308-6130,1280 Johnson Ferry Rd,1,"Donuts,Breakfast & Brunch,Bagels"
I Luv Pho,(770) 696-1662,5145 Buford Hwy NE,1,Vietnamese
Chops,(404) 262-2675,70 W Paces Ferry Rd NW,1,"Seafood,Steakhouses"
The One Sushi +,(404) 869-6988,2523 Caldwell Rd NE,1,"Sushi Bars,Asian Fusion,Japanese"
Stockyard Burgers & Bones,(678) 310-1095,2850 Paces Ferry Rd,1,"American (Traditional),Burgers,Salad"
Anna’s BBQ,(404) 963-6976,1976 Hosea L Williams Dr NE,1,Barbeque
Arepa Mia,(404) 600-3509,10 N Claredon Ave,1,"Venezuelan,Salad,Breakfast & Brunch"
The General Muir,(678) 927-9131,1540 Avenue PlI'm,1,"Delis,Breakfast & Brunch,American (Traditional)"
The Pinewood,(404) 373-5507,254 W Ponce De Leon Ave,1,"Southern,Cocktail Bars"
Lifting Noodles Ramen,(404) 558-2052,477 Flat Shoals Ave SE,1,Ramen
Ziba’s Bistro,(404) 622-4440,560 Blvd SE,1,"Tapas/Small Plates,Sandwiches,Beer, Wine & Spirits"
Press Blend Squeeze,(470) 719-9479,5527 Chamblee Dunwoody Rd,1,"Juice Bars & Smoothies,Salad"
Truva Turkish Kitchen,(404) 577-8788,60 Andrew Young International Blvd NE,1,"Mediterranean,Turkish"
Delia’s Chicken Sausage Stand,(404) 254-0408,881 Marietta St,1,Chicken Shop
Desta Ethiopian Kitchen - Emory Point,(404) 835-2748,1520 Avenue Pl NE,1,"Desserts,Sandwiches,Ethiopian"
Delia’s Chicken Sausage Stand,(404) 474-9651,489 Moreland Ave SE,1,"Hot Dogs,Fast Food,Chicken Shop"
Your Pie,(470) 336-7574,123 Perimeter Ctr W,1,"Pizza,Italian,Beer Bar"
Skinny’s,(404) 767-2757,897 Virginia Ave,1,"Burgers,Hot Dogs,Korean"
The Hungry Peach,(404) 816-9009,351 Peachtree Hills Ave NE,1,"Southern,American (New),American (Traditional)"
Ghion Cultural Hall,(404) 320-6747,2080 Cheshire Bridge Rd NE,1,Ethiopian
Shoya Izakaya,(770) 457-5555,6035 Peachtree Rd,1,"Japanese,Sushi Bars"
Park Bar,(404) 524-0444,150 Walton St,1,"Bars,Burgers"
Rising Son,(404) 600-5297,124 N Avondale Rd,1,"Southern,Breakfast & Brunch"
Flower Child,(678) 668-2271,3400 Around Lenox Dr,1,"Salad,American (New),Vegetarian"
Milk & Honey Restaurant,(404) 968-9266,5495 Cascade Rd SW,1,"Breakfast & Brunch,Salad,Burgers"
Big Daddy’s Taco - Temp. CLOSED,(770) 558-3117,3665 Chamblee Dunwoody Rd,1,"Tacos,Indian,Seafood"
Blue Moon Pizza,(404) 814-1515,325 E Paces Ferry Rd,1,"Pizza,Bars,Sandwiches"
Twin Smokers BBQ,(404) 698-4707,300 Marietta St NW,1,Barbeque
Jai Ho Indian Kitchen & Bar,(404) 458-6888,560 Dutch Valley Rd NE,1,"Indian,Bars"
Condesa Coffee,(404) 524-5054,480 John Wesley Dobbs Ave,1,"Coffee & Tea,Bars,Breakfast & Brunch"
Hal’s The Steakhouse,(404) 261-0025,30 Old Ivy Rd,1,"American (Traditional),Steakhouses,Seafood"
Rosa’s Pizza,(404) 521-2596,62 Broad St NW,1,"Pizza,Desserts,Italian"
FLIP burger boutique,(404) 343-1609,1587 Howell Mill Rd,1,Burgers
Dish Korean Cuisine,(470) 299-8886,5000 Buford Hwy NE,1,Korean
The Vortex Bar And Grill - Midtown,(404) 875-1667,878 Peachtree St NE,1,"Burgers,American (Traditional),Bars"
Babs,(404) 541-0888,814 Juniper St,1,Breakfast & Brunch
Tasty China,(770) 627-2390,1860 Atlanta Rd SE,1,"Szechuan,Dim Sum,Vegetarian"
Sweet Cheats,(404) 590-6086,692-B Kirkwood Ave SE,1,"Desserts,Cafes"
El Progreso,(404) 624-4774,1460 Blvd SE,1,"Butcher,Convenience Stores,Tacos"
Divan,(404) 467-4297,3125 Piedmont Rd NE,1,"Hookah Bars,Persian/Iranian"
Venkman’s,(470) 225-6162,740 Ralph McGill Blvd,1,"American (New),Music Venues"
Taqueria Real De La Villa,(678) 214-0505,550 Franklin Gateway SE,1,"Mexican,Grocery,Butcher"
Xela Pan Cafe,(770) 452-8880,5268 Buford Hwy NE,1,"Bakeries,Cafes,Latin American"
Tin Lizzy’s Cantina,(404) 537-5060,1136 Crescent Ave NE,1,"Tex-Mex,Mexican"
Johnny Rockets,(404) 688-4114,280 Luckie St NW,1,"American (Traditional),Burgers,Sandwiches"
Amalfi Pizza,(470) 735-0544,17 Andrew Young International Blvd NE,1,"Italian,Pizza"
Reuben’s Deli,(404) 589-9800,57 Broad St NW,1,"Sandwiches,Delis,Burgers"
El Huarache Veloz Mexican Taqueria,(678) 403-8990,1157 Roswell Rd,1,Mexican
Papi’s Cuban & Caribbean Grill,(404) 607-1525,216 Ponce De Leon Ave NE,1,"Cuban,Caribbean"
O-Ku Sushi,(404) 500-2383,1085 Howell Mill Rd,1,"Japanese,Sushi Bars,Asian Fusion"
Madras Mantra,(404) 636-4400,2179 Lawrenceville Hwy,1,"Indian,Vegetarian"
Eclipse Di Luna,(678) 205-5862,4505 Ashford Dunwoody Rd NE,1,Tapas Bars
Wisteria,(404) 525-3363,471 N Highland Ave,1,"American (New),Southern"
Donetto,(404) 445-6867,976 Brady Ave,1,"Italian,Desserts,Wine Bars"
Sweet Tuna,(770) 417-8773,4511 Olde Perimeter Way,1,"Poke,Seafood,Fast Food"
Ginya Izakaya,(470) 355-5621,1700 Northside Dr NW,1,"Izakaya,Sushi Bars,Ramen"
Grindhouse Killer Burgers,(404) 254-2273,1842 Piedmont Ave NE,1,"Burgers,Hot Dogs"
Industry Tavern,(404) 254-4468,3280 Peachtree Rd NE,1,"American (New),Sports Bars,Pizza"
The Red Snapper Seafood Restaurant,(404) 634-8947,2100 Cheshire Bridge Rd NE,1,"American (New),Seafood"
MOD Pizza,(678) 251-4625,2502 Blackmon Dr,1,"Fast Food,Pizza"
Snackboxe Bistro,(770) 417-8082,6035 Peachtree Rd,1,"Laotian,Asian Fusion"
La Pastorcita,(678) 705-8162,3304 Buford Hwy NE,1,Mexican
Cajun Seafood Market,(404) 755-0073,1722 Campbellton Rd SW,1,"Cajun/Creole,Seafood,Seafood Markets"
Jack’s New Yorker Deli,(404) 869-7776,3333 Piedmont Rd NE,1,"Delis,Sandwiches,Breakfast & Brunch"
Green Sprout,(404) 874-7373,1529 Piedmont Ave NE,1,"Vegetarian,Vegan"
Amélie’s French Bakery & Café,(404) 921-0276,840 Marietta St NW,1,"Coffee & Tea,Cafes,Patisserie/Cake Shop"
The Butcher the Baker,(678) 224-1599,23 N Park Sq,1,American (New)
Wahoo! Grill,(404) 373-3331,1042 W College Ave,1,"Seafood,American (Traditional)"
Gus’s World Famous Fried Chicken,(678) 974-2466,6518 Roswell Rd,1,"Chicken Shop,Southern,Comfort Food"
Waikikie Hawaiian BBQ,(404) 638-1115,2160 Briarcliff Rd,1,"Barbeque,Hawaiian"
Farm Burger,(404) 816-0603,3365 Piedmont Rd NE,1,"Burgers,Gluten-Free,American (Traditional)"
Red Sky Tapas & Bar,(770) 973-0100,1255 Johnson Ferry Rd,1,"Tapas Bars,Music Venues"
Stem Wine Bar,(678) 214-6888,1311 Johnson Ferry Rd,1,"American (New),Wine Bars,Tapas Bars"
HOKI Japanese Restaurant,(770) 690-0555,3300 Cobb Pkwy SE,1,"Sushi Bars,Japanese,Soup"
Tabla,(404) 464-8571,77TH 12th St NE,1,Indian
Brew and Bird,(404) 205-5566,1355 Clairmont Rd,1,
Ray’s Donuts,(678) 515-0173,2106 Candler Rd,2,
Sushi Village,(770) 956-1151,2647 Cobb Pkwy SE,1,"Sushi Bars,Japanese"
Burger Queen,(678) 933-5494,6063 Covington Hwy,1,Burgers
Elliott Street Deli & Pub,(404) 523-2174,51 Elliott St SW,1,"Delis,Sandwiches,Pubs"
Poke City,(404) 875-0800,931 Monroe Dr NE,1,"Poke,Sushi Bars,Acai Bowls"
Gato,(404) 371-0889,1660 McLendon Ave NE,1,Breakfast & Brunch
Holler & Dash Biscuit House,(470) 865-5660,1085 Howell Mill Rd,1,"Southern,Breakfast & Brunch,Comfort Food"
Pea Ridge Kitchen and Bar,(470) 268-4051,2607 Lawrenceville Hwy,1,"American (New),Bars"
Nan Thai Fine Dining,(404) 870-9933,1350 Spring St NW,1,"Thai,Wine Bars"
West Egg Café,(404) 872-3973,1100 Howell Mill Rd NW,1,"Breakfast & Brunch,Sandwiches,Coffee & Tea"
Publico Kitchen & Tap,(678) 745-5230,1104 Crescent Ave NE,1,"Asian Fusion,Beer Bar,Latin American"
4 Rivers Smokehouse,(844) 474-8377,822 Marietta St NW,1,"Barbeque,Smokehouse,Southern"
Aladdin’s Mediterranean Grill,(404) 748-4587,1568 Avenue Pl,1,"Mediterranean,Vegetarian"
Sufi’s,(404) 888-9699,1814 Peachtree St NW,1,Persian/Iranian
Panbury’s Pie Café,(404) 600-8354,231 Peachtree St NE,1,"British,Coffee & Tea,Bakeries"
Farm Burger - Dunwoody,(770) 454-2201,4514B Chamblee Dunwoody Rd,1,"Burgers,Fast Food"
Tupelo Honey,(404) 649-6334,4600 Roswell Rd,1,"Southern,American (New)"
Seasons 52,(770) 671-0052,90 Perimeter Ctr W,1,"American (New),Wine Bars,Seafood"
Crooked Tree Cafe,(770) 333-9119,915 Cobb Pkwy N,1,"Cafes,Breakfast & Brunch,Barbeque"
Muchacho,(404) 748-9254,904 Memorial Dr SE,1,"Coffee & Tea,Coffee Roasteries,Tacos"
Revival,(470) 225-6770,129 Church St,1,Southern
Roasters,(404) 237-1122,2770 Lenox Rd NE,1,Southern
Fleming’s Prime Steakhouse & Wine Bar - Atlanta,(770) 698-8112,4501 Olde Perimeter Way,1,"Steakhouses,Wine Bars,Seafood"
Bartaco Inman Park,(470) 400-8226,299 N Highland Ave NW,1,"Mexican,Ice Cream & Frozen Yogurt,Bars"
9th Ave Street Food,(404) 307-3833,638 Evans St,1,"Food Trucks,Food Stands"
Sun in My Belly,(404) 370-1088,2161 College Ave NE,1,"Breakfast & Brunch,Desserts,Bars"
DAS BBQ,(404) 850-7373,1203 Collier Rd,1,Barbeque
R. Thomas Deluxe Grill,(404) 881-0246,1812 Peachtree St NW,1,"Vegan,American (Traditional),Breakfast & Brunch"
ParkGrounds,(678) 528-9901,142 Flat Shoals Ave SE,1,"Coffee & Tea,Breakfast & Brunch"
Cafe Alsace,(404) 373-5622,121 E Ponce De Leon Ave,1,"French,Cafes,Sandwiches"
Demitris Restaurant,(404) 284-1451,3771 Covington Hwy,1,"Breakfast & Brunch,Diners"
The Earl,(404) 522-3950,488 Flat Shoals Ave SE,1,"Dive Bars,Music Venues,American (Traditional)"
Sapori di Napoli,(404) 371-0001,314 Church St,1,"Italian,Pizza"
10 Degrees South,(404) 705-8870,4183 Roswell Rd NE,1,African
Rise -n- Dine,(404) 377-4407,1565 N Decatur Rd,1,"Breakfast & Brunch,Coffee & Tea,Sandwiches"
Haven,(404) 969-0700,1441 Dresden Dr NE,1,Southern
Farm Burger - Decatur,(404) 378-5077,410B W Ponce De Leon Ave,1,"Burgers,Fast Food"
Ms. Icey’s Kitchen & Bar,(404) 963-7871,1371 Clairmont Rd,1,"Bars,Caribbean,Southern"
Kyma,(404) 262-0702,3085 Piedmont Rd NE,1,"Greek,Seafood"
Busy Bee Cafe,(404) 525-9212,810 Martin Luther King Jr Dr SW,1,Soul Food
The Wing Bar,(404) 688-8009,494 Flat Shoals Ave,1,"Chicken Wings,American (New)"
Nana G’s Chicken and Waffles,(404) 917-4065,1187 Wylie St Se,1,"American (Traditional),Food Trucks"
The Local Pizzaiolo - Toco Hill,(404) 907-4416,2941-B N Druid Hills Rd NE,1,"Pizza,Italian,Gelato"
The Capital Grille,(770) 730-8447,94 Perimeter Ctr W,1,"Steakhouses,Seafood,Wine Bars"
Wing Ranch,(770) 455-4233,2146 Johnson Ferry Rd NE,1,Chicken Wings
Local Green Atlanta,(770) 883-8291,19 Joseph E Lowery Blvd NW,1,"Seafood,Breakfast & Brunch,Juice Bars & Smoothies"
Don Pedro Mexican Food,(770) 242-1920,5130 Buford Hwy,1,Mexican
Bocado,(404) 815-1399,887 Howell Mill Rd,1,American (New)
Dixie Q,(404) 228-1502,2524 Caldwell Rd NE,1,"Barbeque,Sandwiches"
Pho Dakao,(678) 909-6088,2411 Cobb Pkwy SE,1,Vietnamese
Moon Indian Cuisine,(770) 817-1097,2144 Johnson Ferry Rd,1,Indian
Urban Wu,(404) 816-8008,3330 Piedmont Rd NE,1,Szechuan
Sushi Huku Japanese Restaurant,(770) 956-9559,6300 Powers Ferry Rd NW,1,"Japanese,Sushi Bars,Soup"
Eastern China Taste,(770) 551-6666,5586 Chamblee Dunwoody Rd,1,Chinese
Dat Fire Jerk Chicken,(404) 254-4494,226 Northside Dr NW,1,Caribbean
Seasons 52,(404) 846-1552,3050 Peachtree Rd NW,1,"American (New),Wine Bars,Seafood"
The BQE Restaurant & Lounge,(404) 996-6159,262 Edgewood Ave NE,1,"Breakfast & Brunch,Soul Food,Bars"
Ocean Wave,(404) 873-2009,820 N Highland Ave NE,1,"Sushi Bars,Thai"
Yeah Burger,(404) 496-4393,1168 Howell Mill Rd NW,1,"Burgers,Gluten-Free,Bars"
Cafe Songhai,(470) 359-2969,3380 Holcomb Bridge Rd,1,"African,Vegan,Vegetarian"
Proof Bakeshop,(678) 705-3905,100 Hurt St NE,1,"Coffee & Tea,Bakeries,Sandwiches"
The Lawrence,(678) 567-4610,905 Juniper St NE,1,"American (New),Cocktail Bars,Breakfast & Brunch"
Mediterranean Bakery & Sandwich,(770) 220-0706,3362 Chamblee Tucker Rd,1,"Mediterranean,Bakeries"
Go Vegetarian Restaurant,(404) 481-5923,2179 Lawrenceville Hwy,1,Vegetarian
Douceur de France,(770) 425-5050,277 S Marietta Pkwy SW,1,"Bakeries,French"
Raging Burrito & Taco,(404) 377-3311,141 Sycamore St,1,"Bars,Tacos"
Prime Wings,(770) 446-3006,3230 Medlock Bridge Rd,1,Chicken Wings
Ria’s Bluebird,(404) 521-3737,421 Memorial Dr SE,1,"Southern,Breakfast & Brunch,Sandwiches"
Monsoon Masala kitchen & sweets,(404) 228-0017,3979 Buford Hwy NE,1,"Indian,Desserts,Seafood"
Sinbad Mediterranean Grill,(678) 503-8857,3000 Windy Hill Rd SE,1,"Salad,Falafel,Middle Eastern"
Bottle Rocket Fine Food and Beverage,(404) 574-5680,180 Walker St SW,1,"Sushi Bars,Japanese,Cocktail Bars"
Louisiana Bistreaux,(404) 963-1463,1496 Church St,1,"Cajun/Creole,Seafood"
The Consulate,(404) 254-5760,10 10th St NW,1,"Tapas Bars,Cocktail Bars"
Wingz On Wheelz,(678) 503-8808,800 Whitlock Ave,1,"American (New),Chicken Wings"
Fresh Treats Gourmet Bistro,(404) 549-2814,3148 Glenwood Rd,1,"Cheesesteaks,Italian,Salad"
Moorish Medicine,(678) 615-2547,2440 Wesley Chapel Rd,1,"Vegetarian,Juice Bars & Smoothies,Breakfast & Brunch"
LanZhou Ramen,(678) 691-2175,5231 Buford Hwy NE,1,"Chinese,Ramen"
Royal Bistro,(828) 635-9745,6365 Spalding Dr,1,"Asian Fusion,Thai,Vegetarian"
Paulee’s Place II,(770) 672-6469,950 Cobb Pkwy S,1,Caribbean
Mix’D UP Burgers,(404) 963-2381,313 Blvd SE,1,"American (New),Burgers,Food Trucks"
Egg Harbor Cafe,(770) 575-3001,4719 Lower Roswell Rd,1,"Breakfast & Brunch,Gluten-Free,Sandwiches"
Nuevo Laredo Cantina,(404) 352-9009,1495 Chattahoochee Ave NW,1,Mexican
Dave’s Cosmic Subs,(404) 373-6250,1540 N Decatur,1,Sandwiches
Willy’s Mexicana Grill,(770) 417-3575,3384 Holcomb Bridge Rd,1,Mexican
Grant Park Coffeehouse,(404) 856-0433,753-A Cherokee Ave SE,1,"Coffee & Tea,Bakeries,Sandwiches"
Masti,(470) 236-2784,2945 N Druid Hills Rd NE,1,Indian
Bistro Niko,(404) 261-6456,3344 Peachtree Rd,1,"French,Bars,Breakfast & Brunch"
Stoney River Steakhouse and Grill,(678) 305-9229,2860 Cumberland Mall SE,1,"Steakhouses,Seafood"
Biltong Bar,(678) 515-0620,675 Ponce De Leon Ave NE,1,South African
Double Zero,(404) 991-3666,1577 N Decatur Rd NE,1,"American (New),Italian,Pizza"
Zeus Greek Street Food,(678) 741-7181,2022 Powers Ferry Rd SE,1,Greek
Thumbs Up Diner,(404) 745-4233,826 Marietta St,1,Breakfast & Brunch
Sub-Base Sandwich Shoppe,(770) 457-6953,3677 Chamblee Dunwoody Rd,1,"Sandwiches,Donuts"
MetroFresh,(404) 724-0151,931 Monroe Dr,1,"Soup,Salad,Breakfast & Brunch"
Buen Provecho,(770) 712-3188,2468 Windy Hill Rd,1,"Puerto Rican,Spanish"
Ted’s Montana Grill - Luckie Street,(404) 521-9796,133 Luckie St,1,"Burgers,American (Traditional),Steakhouses"
Panahar - Bangladeshi Place,(404) 633-6655,3375 Buford Hwy NE,1,"Indian,Bangladeshi"
Atlas,(404) 600-6471,88 W Paces Ferry Rd NW,1,"American (New),Cocktail Bars"
Noodle,(404) 767-5155,3693 Main St,1,"Chinese,Noodles"
Nam Phuong,(404) 633-2400,4051 Buford Hwy NE,1,Vietnamese
Nori Nori,(404) 257-1288,6690 Roswell Rd,1,"Japanese,Buffets,Sushi Bars"
Chick-fil-A - Hapeville Dwarf House,(404) 762-1746,461 N Central Ave,1,Fast Food
Restaurant Eugene,(404) 355-0321,2277 Peachtree Rd NE,1,"American (New),Wine Bars,Southern"
Kale Me Crazy,(404) 330-8502,358 Ponce De Leon,1,"Juice Bars & Smoothies,Salad,Coffee & Tea"
US Cafe,(770) 801-9660,4499 S Cobb Dr SE,1,"Burgers,American (Traditional),Chicken Wings"
Chef La’s Fish Fry Seafood Grill & Catering,(678) 293-5170,4924 S Cobb Dr,1,Seafood
Portofino,(404) 231-1136,3199 Paces Ferry Pl NW,1,"Italian,American (New),Bars"
Serpas True Food,(404) 688-0040,659 Auburn Ave NE,1,American (New)
STK Atlanta,(404) 793-0144,1075 Peachtree St NE,1,"Steakhouses,American (New),Cocktail Bars"
Bon Ton,(470) 632-2796,674 Myrtle St NE,1,"Cajun/Creole,Seafood,Tiki Bars"
"Tom, Dick & Hank",(404) 343-3774,191 Ralph David Abernathy Blvd SW,1,"American (Traditional),Barbeque,Cocktail Bars"
Recess,(404) 596-8396,99-V Krog St,1,"Sandwiches,Salad,Cocktail Bars"
Southbound,(470) 231-1592,5394 Peachtree Rd,1,"American (New),Southern,Bars"
Anis Cafe & Bistro,(404) 233-9889,2974 Grandview Ave NE,1,"French,Cocktail Bars"
The El Felix Battery,(770) 675-6318,455 Legends Pl SE,1,Tex-Mex
YEAH! BURGER,(404) 437-7845,1017 N Highland Ave NE,1,"Burgers,Bars"
Come-N-Get It,(770) 423-0010,1409 Church Street Ext NW,1,"American (Traditional),Southern,Barbeque"
Tacos and Tequilas Mexican Grill,(404) 705-8225,4279 Roswell Rd,1,Mexican
Dancing Goats Coffee Bar,(404) 687-1100,419 W Ponce De Leon Ave,1,"Coffee & Tea,Cafes"
Novo Cucina,(470) 275-3000,5592 Chamblee Dunwoody Rd,1,"Pizza,Italian,Bars"
Casa Vieja Restaurant,(770) 454-8557,3652 Shallowford Rd NE,1,Colombian
Alon’s,(404) 872-6000,1394 N Highland Ave NE,1,"Bakeries,Macarons,Breakfast & Brunch"
5Church Atlanta,(404) 400-3669,1197 Peachtree St NE,1,"American (New),Salad,Burgers"
El Rey del Taco,(770) 986-0032,5288 Buford Hwy NE,1,"Mexican,Latin American"
Public School 404,(404) 817-0984,930 Howell Mill Rd,1,"Bars,American (New),Gastropubs"
Taco Truck L 1000000,,2084 Favor Rd SW,1,"Food Trucks,Mexican"
Bambinelli’s,(770) 493-1311,3202 Northlake Pkwy NE,1,"Italian,Pizza"
El Bandido Mex Mex Grill,(404) 476-3150,1083 Euclid Ave NE,1,"Mexican,Bars"
Breadwinner Cafe & Bakery,(404) 843-0224,220 Sandy Springs Cir,1,"Bakeries,Cafes"
Hammocks Trading,(770) 395-9592,7285 Roswell Rd,1,"Seafood,Salad,Sandwiches"
Mami’s La Cubana Cuban Restaurant,(678) 974-5487,579 North Central Ave,1,Cuban
The Greater Good BBQ,(404) 303-8525,4441 Roswell Rd,1,Barbeque
Rathbun’s,(404) 524-8280,112 Krog St,1,"American (New),American (Traditional)"
Kuroshio Sushi Bar and Grille - Cumberland,(770) 437-9900,2700 Cobb Pkwy,1,"Sushi Bars,Japanese"
Bagel Boys Cafe,(678) 585-3445,6355 Peachtree Dunwoody Rd,1,"Sandwiches,Breakfast & Brunch,Bagels"
H Mart - Doraville,(770) 986-2300,6035 Peachtree Rd.,1,"Grocery,Korean,Food Court"
Fresh To Order,(678) 568-2121,1333 Johnson Ferry Rd,1,"American (New),Sandwiches,Desserts"
Miller Union,(678) 733-8550,999 Brady Ave NW,1,"Southern,American (New)"
Crayhouse,(678) 580-2496,5091 Buford Hwy NE,1,"Seafood,Cajun/Creole"
Zyka,(404) 728-4444,1677 Scott Blvd,1,"Indian,Pakistani"
Atlanta Fish House & Grill,(770) 885-0960,1437 Campbellton Rd SW,1,"Chicken Wings,Seafood,Burgers"
Ritas Way Cafe,(404) 985-6575,1854 Terrell Mill Rd,1,
Bone Garden Cantina,(404) 418-9072,1425 Ellsworth Industrial Blvd,1,"Mexican,Cocktail Bars"
Café Vendôme,(404) 551-5163,4969 Roswell Rd,1,"Cafes,Bakeries,French"
101 Steak,(770) 805-8855,3621 Vinings Slope SE,1,"Seafood,Steakhouses"
Der Biergarten,(404) 521-2728,300 Marietta St NW,1,"German,Beer Gardens"
Kat’s Cafe,(404) 347-2263,970 Piedmont Ave,1,"American (New),Music Venues"
Ege Sushi & Japanese Cuisine,(770) 977-7690,2100 Roswell Rd,1,"Sushi Bars,Japanese"
Steamhouse Lounge,(404) 233-7980,1051 W Peachtree St NW,1,"Seafood,Dive Bars"
Manuel’s Tavern,(404) 525-3447,602 N Highland Ave NE,1,"Bars,American (Traditional)"
Bull-Gogi,(678) 691-5884,5450 Peachtree Pkwy,1,"Chicken Wings,Korean,Asian Fusion"
